PATTERNID,PATTERNSET,PATTERNNATURE,PATTERNNAME,PATTERNDESCRIPTION,REGEXPATTERN,PRIORITY,CATEGORY,FIX,REMEDIATION,REMEDIATIONDESCRIPTION,REMEDIATIONEFFORT,MANDAYS,SNO_PHASE_BATCH,TOTAL,APPLICATIONNAME,TRACK,PHASE,BATCH,APPLICABLE THIRD PARTY NEW JAR,JDK-COMPATIBILITYSTATUS-CONCLUDED,JDK8-COMPATIBLE,JDK21-COMPATIBLE,JDKCOMPATIBILITYRULEHINT,WLS12CCOMPATIBLE,WLS14CCOMPATIBLE,OPENREWRITE_RECEIPE,TESTCASE_UNIT_NO,TOTAL2
214,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-betwixt-1.0-alpha-1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.betwixt|org\.apache\.commons\.betwixt\.io|org\.apache\.commons\.betwixt\.expression|org\.apache\.commons\.betwixt\.digester|org\.apache\.commons\.betwixt\.strategy|org\.apache\.commons\.betwixt\.registry|org\.apache\.commons\.betwixt\.AttributeDescriptor|org\.apache\.commons\.betwixt\.ElementDescriptor|org\.apache\.commons\.betwixt\.XMLIntrospector|org\.apache\.commons\.betwixt\.NodeDescriptor)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.betwixt|org\.apache\.commons\.betwixt\.io|org\.apache\.commons\.betwixt\.expression|org\.apache\.commons\.betwixt\.digester|org\.apache\.commons\.betwixt\.strategy|org\.apache\.commons\.betwixt\.registry|org\.apache\.commons\.betwixt\.AttributeDescriptor|org\.apache\.commons\.betwixt\.ElementDescriptor|org\.apache\.commons\.betwixt\.XMLIntrospector|org\.apache\.commons\.betwixt\.NodeDescriptor)\.)|(?:\b(?:org\.apache\.commons\.betwixt|org\.apache\.commons\.betwixt\.io|org\.apache\.commons\.betwixt\.expression|org\.apache\.commons\.betwixt\.digester|org\.apache\.commons\.betwixt\.strategy|org\.apache\.commons\.betwixt\.registry|org\.apache\.commons\.betwixt\.AttributeDescriptor|org\.apache\.commons\.betwixt\.ElementDescriptor|org\.apache\.commons\.betwixt\.XMLIntrospector|org\.apache\.commons\.betwixt\.NodeDescriptor)\.[A-Za-z_$][\w$]*\b)",Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1,26,1,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Exis ...
224,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-mail-alpha.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.mail|org\.apache\.commons\.mail\.DefaultAuthenticator|org\.apache\.commons\.mail\.ByteArrayDataSource|org\.apache\.commons\.mail\.GenerateUniqueID|org\.apache\.commons\.mail\.EmailAttachment|org\.apache\.commons\.mail\.MultiPartEmail|org\.apache\.commons\.mail\.MailMessage|org\.apache\.commons\.mail\.SimpleEmail|org\.apache\.commons\.mail\.HtmlEmail|org\.apache\.commons\.mail\.Email)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.mail|org\.apache\.commons\.mail\.DefaultAuthenticator|org\.apache\.commons\.mail\.ByteArrayDataSource|org\.apache\.commons\.mail\.GenerateUniqueID|org\.apache\.commons\.mail\.EmailAttachment|org\.apache\.commons\.mail\.MultiPartEmail|org\.apache\.commons\.mail\.MailMessage|org\.apache\.commons\.mail\.SimpleEmail|org\.apache\.commons\.mail\.HtmlEmail|org\.apache\.commons\.mail\.Email)\.)|(?:\b(?:org\.apache\.commons\.mail|org\.apache\.commons\.mail\.DefaultAuthenticator|org\.apache\.commons\.mail\.ByteArrayDataSource|org\.apache\.commons\.mail\.GenerateUniqueID|org\.apache\.commons\.mail\.EmailAttachment|org\.apache\.commons\.mail\.MultiPartEmail|org\.apache\.commons\.mail\.MailMessage|org\.apache\.commons\.mail\.SimpleEmail|org\.apache\.commons\.mail\.HtmlEmail|org\.apache\.commons\.mail\.Email)\.[A-Za-z_$][\w$]*\b)",Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1,27,1,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Replace-PreRelease,(blank) ...
268,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),log4j-api-2.17.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.logging\.log4j|org\.apache\.logging\.log4j\.util|org\.apache\.logging\.log4j\.message|org\.apache\.logging\.log4j\.spi|org\.apache\.logging\.log4j\.internal|org\.apache\.logging\.log4j\.status|org\.apache\.logging\.log4j\.simple|org\.apache\.logging\.log4j\.ThreadContext\$EmptyThreadContextStack|org\.apache\.logging\.log4j\.ThreadContext\$NoOpThreadContextStack|org\.apache\.logging\.log4j\.CloseableThreadContext\$Instance)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.logging\.log4j|org\.apache\.logging\.log4j\.util|org\.apache\.logging\.log4j\.message|org\.apache\.logging\.log4j\.spi|org\.apache\.logging\.log4j\.internal|org\.apache\.logging\.log4j\.status|org\.apache\.logging\.log4j\.simple|org\.apache\.logging\.log4j\.ThreadContext\$EmptyThreadContextStack|org\.apache\.logging\.log4j\.ThreadContext\$NoOpThreadContextStack|org\.apache\.logging\.log4j\.CloseableThreadContext\$Instance)\.)|(?:\b(?:org\.apache\.logging\.log4j|org\.apache\.logging\.log4j\.util|org\.apache\.logging\.log4j\.message|org\.apache\.logging\.log4j\.spi|org\.apache\.logging\.log4j\.internal|org\.apache\.logging\.log4j\.status|org\.apache\.logging\.log4j\.simple|org\.apache\.logging\.log4j\.ThreadContext\$EmptyThreadContextStack|org\.apache\.logging\.log4j\.ThreadContext\$NoOpThreadContextStack|org\.apache\.logging\.log4j\.CloseableThreadContext\$Instance)\.[A-Za-z_$][\w$]*\b)",Low,Logging Backend,Keep Log4j2; ensure api/core versions aligned and no Log4j 1.x remains.,No-Change/Align,Validate consistent Log4j2 version and configuration.,Low,0.25,34,2,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing ...
270,Set 3 - Third Party,THIRD-PARTY (SECURITY jar),not-yet-commons-ssl-0.3.10.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons|org\.apache\.commons\.ssl|org\.apache\.commons\.ssl\.asn1|org\.apache\.commons\.ssl\.rmi|org\.apache\.commons\.httpclient\.contrib|org\.apache\.commons\.ssl\.util|org\.apache\.commons\.ssl\.Certificates\$SerializableComparator|org\.apache\.commons\.ssl\.HostnameVerifier\$AbstractVerifier|org\.apache\.commons\.ssl\.ProbablyBadPasswordException|org\.apache\.commons\.ssl\.SSLProxyServer\$ProxyRunnable)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons|org\.apache\.commons\.ssl|org\.apache\.commons\.ssl\.asn1|org\.apache\.commons\.ssl\.rmi|org\.apache\.commons\.httpclient\.contrib|org\.apache\.commons\.ssl\.util|org\.apache\.commons\.ssl\.Certificates\$SerializableComparator|org\.apache\.commons\.ssl\.HostnameVerifier\$AbstractVerifier|org\.apache\.commons\.ssl\.ProbablyBadPasswordException|org\.apache\.commons\.ssl\.SSLProxyServer\$ProxyRunnable)\.)|(?:\b(?:org\.apache\.commons|org\.apache\.commons\.ssl|org\.apache\.commons\.ssl\.asn1|org\.apache\.commons\.ssl\.rmi|org\.apache\.commons\.httpclient\.contrib|org\.apache\.commons\.ssl\.util|org\.apache\.commons\.ssl\.Certificates\$SerializableComparator|org\.apache\.commons\.ssl\.HostnameVerifier\$AbstractVerifier|org\.apache\.commons\.ssl\.ProbablyBadPasswordException|org\.apache\.commons\.ssl\.SSLProxyServer\$ProxyRunnable)\.[A-Za-z_$][\w$]*\b)",Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1,28,2512,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existin ...
299,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan-2.7.3.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)\.)|(?:\b(?:org\.apache\.xalan|org\.apache\.bcel|org\.apache\.xalan\.xsltc|org\.apache\.xml|org\.apache\.bcel\.generic|org\.apache\.xpath|org\.apache\.xalan\.xsltc\.compiler|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.bcel\.classfile)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,31,14,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-XML-Align,(blank),(blank),P092,UT092,14
300,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan-j_2_6_0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)\.)|(?:\b(?:org\.apache\.xml|org\.apache\.xalan|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xml\.serializer|org\.apache\.xalan\.lib)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,32,14,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-XML-Align,(blank),(blank),P093,UT093,14
301,Set 3 - Third Party,THIRD-PARTY (XML jar),xalan.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)\.)|(?:\b(?:org\.apache\.xalan|org\.apache\.xml|org\.apache\.xpath|org\.apache\.xml\.dtm|org\.apache\.xml\.dtm\.ref|org\.apache\.xml\.utils|org\.apache\.xalan\.templates|org\.apache\.xpath\.functions|org\.apache\.xpath\.axes|org\.apache\.xalan\.transformer)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,30,14,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-XML-Align,(blank),(blank),P094,UT094,14
302,Set 3 - Third Party,THIRD-PARTY (XML jar),xerces.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)\.)|(?:\b(?:org\.apache\.xerces|org\.apache\.xerces\.impl|org\.apache\.xerces\.impl\.xs|org\.apache\.wml|org\.apache\.xerces\.dom|org\.apache\.xerces\.impl\.dv|org\.apache\.html\.dom|org\.apache\.xerces\.util|org\.apache\.wml\.dom|org\.apache\.xerces\.impl\.xpath)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,33,5,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-XML-Align,(blank),(blank),P095,UT095,5
307,Set 3 - Third Party,THIRD-PARTY (XML jar),xstream-SNAPSHOT.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)\.)|(?:\b(?:com\.thoughtworks\.xstream|com\.thoughtworks\.xstream\.converters|com\.thoughtworks\.xstream\.core|com\.thoughtworks\.xstream\.io|com\.thoughtworks\.xstream\.io\.xml|com\.thoughtworks\.xstream\.converters\.reflection|com\.thoughtworks\.xstream\.converters\.extended|com\.thoughtworks\.xstream\.converters\.basic|com\.thoughtworks\.xstream\.core\.util|com\.thoughtworks\.xstream\.converters\.collections)\.[A-Za-z_$][\w$]*\b)",Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1,29,25,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Replace-PreRelease,(blank),(blank),P098,UT098,25

