PATTERNID,PATTERNSET,PATTERNNATURE,PATTERNNAME,PATTERNDESCRIPTION,REGEXPATTERN,PRIORITY,CATEGORY,FIX,REMEDIATION,REMEDIATIONDESCRIPTION,REMEDIATIONEFFORT,MANDAYS,SNO_PHASE_BATCH,TOTAL,APPLICATIONNAME,TRACK,PHASE,BATCH,APPLICABLE THIRD PARTY NEW JAR,JDK-COMPATIBILITYSTATUS-CONCLUDED,JDK8-COMPATIBLE,JDK21-COMPATIBLE,JDKCOMPATIBILITYRULEHINT,WLS12CCOMPATIBLE,WLS14CCOMPATIBLE,OPENREWRITE_RECEIPE,TESTCASE_UNIT_NO,TOTAL2
200,Set 3 - Third Party,THIRD-PARTY (SSO jar),aacm.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.bouncycastle|com\.tivoli|com\.tivoli\.pd|org\.apache\.axis|org\.bouncycastle\.jce|org\.bouncycastle\.asn1|org\.bouncycastle\.jce\.provider|org\.apache\.commons|com\.client|org\.bouncycastle\.crypto)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.bouncycastle|com\.tivoli|com\.tivoli\.pd|org\.apache\.axis|org\.bouncycastle\.jce|org\.bouncycastle\.asn1|org\.bouncycastle\.jce\.provider|org\.apache\.commons|com\.client|org\.bouncycastle\.crypto)\.)|(?:\b(?:org\.bouncycastle|com\.tivoli|com\.tivoli\.pd|org\.apache\.axis|org\.bouncycastle\.jce|org\.bouncycastle\.asn1|org\.bouncycastle\.jce\.provider|org\.apache\.commons|com\.client|org\.bouncycastle\.crypto)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,96,2513,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,(blank),GE INTERNAL JAR (to discuss with ge team to provide new JAR works on both JDK or only JDK21),to verify runtime - New JAR & API ?,to verify runtime - ExitingAPI / NewAPI ?,Dual-Review,(blank),(blank),P023,UT023,2513
207,Set 3 - Third Party,THIRD-PARTY (XML-DATA jar),castor-0.9.9.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.exolab|org\.exolab\.castor|org\.exolab\.castor\.jdo|org\.exolab\.castor\.xml|org\.exolab\.castor\.mapping|org\.exolab\.castor\.builder|org\.exolab\.castor\.mapping\.xml|org\.exolab\.castor\.jdo\.engine|org\.exolab\.castor\.xml\.schema|org\.exolab\.castor\.builder\.binding)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.exolab|org\.exolab\.castor|org\.exolab\.castor\.jdo|org\.exolab\.castor\.xml|org\.exolab\.castor\.mapping|org\.exolab\.castor\.builder|org\.exolab\.castor\.mapping\.xml|org\.exolab\.castor\.jdo\.engine|org\.exolab\.castor\.xml\.schema|org\.exolab\.castor\.builder\.binding)\.)|(?:\b(?:org\.exolab|org\.exolab\.castor|org\.exolab\.castor\.jdo|org\.exolab\.castor\.xml|org\.exolab\.castor\.mapping|org\.exolab\.castor\.builder|org\.exolab\.castor\.mapping\.xml|org\.exolab\.castor\.jdo\.engine|org\.exolab\.castor\.xml\.schema|org\.exolab\.castor\.builder\.binding)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,113,5,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,jackson-dataformat-xml-2.17.0.jar,SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & API ?,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P027,UT027,5
228,Set 3 - Third Party,THIRD-PARTY (CONCURRENCY jar),concurrent.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:EDU\.oswego\.cs\.dl\.util)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:EDU\.oswego\.cs\.dl\.util)\.)|(?:\b(?:EDU\.oswego\.cs\.dl\.util)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,103,3,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,JDK built?in concurrency package,NOT-SAFE works ONLY JDK21 (change to new API and/or new JAR in src),NOT-SAFE,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P045,UT045,3
234,Set 3 - Third Party,THIRD-PARTY (CONCURRENCY jar),EDU.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:EDU\.oswego\.cs\.dl\.util)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:EDU\.oswego\.cs\.dl\.util)\.)|(?:\b(?:EDU\.oswego\.cs\.dl\.util)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,104,3,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,JDK built?in concurrency package,NOT-SAFE works ONLY JDK21 (change to new API and/or new JAR in src),NOT-SAFE,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P048,UT048,3
237,Set 3 - Third Party,THIRD-PARTY (OC4J jar),framework-1.3.2.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.identityconnectors|org\.identityconnectors\.framework|org\.identityconnectors\.framework\.common|org\.identityconnectors\.framework\.common\.objects|org\.identityconnectors\.common|org\.identityconnectors\.framework\.api|org\.identityconnectors\.framework\.spi|org\.identityconnectors\.framework\.api\.operations|org\.identityconnectors\.framework\.common\.exceptions|org\.identityconnectors\.framework\.spi\.operations)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.identityconnectors|org\.identityconnectors\.framework|org\.identityconnectors\.framework\.common|org\.identityconnectors\.framework\.common\.objects|org\.identityconnectors\.common|org\.identityconnectors\.framework\.api|org\.identityconnectors\.framework\.spi|org\.identityconnectors\.framework\.api\.operations|org\.identityconnectors\.framework\.common\.exceptions|org\.identityconnectors\.framework\.spi\.operations)\.)|(?:\b(?:org\.identityconnectors|org\.identityconnectors\.framework|org\.identityconnectors\.framework\.common|org\.identityconnectors\.framework\.common\.objects|org\.identityconnectors\.common|org\.identityconnectors\.framework\.api|org\.identityconnectors\.framework\.spi|org\.identityconnectors\.framework\.api\.operations|org\.identityconnectors\.framework\.common\.exceptions|org\.identityconnectors\.framework\.spi\.operations)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,115,30,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,framework?1.4.2.jar,SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & ...
239,Set 3 - Third Party,THIRD-PARTY (INTERNAL jar),gel_ciom.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.ebao\.ls\.ih\.eai)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.ebao\.ls\.ih\.eai)\.)|(?:\b(?:com\.ebao\.ls\.ih\.eai)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,98,5158,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,(blank),GE INTERNAL JAR (to discuss with ge team to provide new JAR works on both JDK or only JDK21),to verify runtime - New JAR & API ?,to verify runtime - ExitingAPI / NewAPI ?,Dual-Review,(blank),(blank),P051,UT051,5158
240,Set 3 - Third Party,THIRD-PARTY (INTERNAL jar),gel_epay_online.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.ebao\.ls\.ih\.epay)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.ebao\.ls\.ih\.epay)\.)|(?:\b(?:com\.ebao\.ls\.ih\.epay)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,99,62,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,(blank),GE INTERNAL JAR (to discuss with ge team to provide new JAR works on both JDK or only JDK21),to verify runtime - New JAR & API ?,to verify runtime - ExitingAPI / NewAPI ?,Dual-Review,(blank),(blank),P052,UT052,62
241,Set 3 - Third Party,THIRD-PARTY (HIBERNATE jar),hibernate2.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:net\.sf\.hibernate|net\.sf\.hibernate\.type|net\.sf\.hibernate\.impl|net\.sf\.hibernate\.expression|net\.sf\.hibernate\.engine|net\.sf\.hibernate\.mapping|net\.sf\.hibernate\.cache|net\.sf\.hibernate\.dialect|net\.sf\.hibernate\.collection|net\.sf\.hibernate\.cfg)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:net\.sf\.hibernate|net\.sf\.hibernate\.type|net\.sf\.hibernate\.impl|net\.sf\.hibernate\.expression|net\.sf\.hibernate\.engine|net\.sf\.hibernate\.mapping|net\.sf\.hibernate\.cache|net\.sf\.hibernate\.dialect|net\.sf\.hibernate\.collection|net\.sf\.hibernate\.cfg)\.)|(?:\b(?:net\.sf\.hibernate|net\.sf\.hibernate\.type|net\.sf\.hibernate\.impl|net\.sf\.hibernate\.expression|net\.sf\.hibernate\.engine|net\.sf\.hibernate\.mapping|net\.sf\.hibernate\.cache|net\.sf\.hibernate\.dialect|net\.sf\.hibernate\.collection|net\.sf\.hibernate\.cfg)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,102,3362,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5, Hibernate 6.1.jar,NOT-SAFE works ONLY JDK21 (change to new API and/or new JAR in src),NOT-SAFE,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P053,UT053,3362
253,Set 3 - Third Party,THIRD-PARTY (CSV jar),javacsv.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.csvreader|com\.csvreader\.CsvReader\$RawRecordBuffer|com\.csvreader\.CsvReader\$StaticSettings|com\.csvreader\.CsvReader\$ComplexEscape|com\.csvreader\.CsvReader\$HeadersHolder|com\.csvreader\.CsvReader\$UserSettings|com\.csvreader\.CsvWriter\$UserSettings|com\.csvreader\.CsvReader\$ColumnBuffer|com\.csvreader\.CsvReader\$DataBuffer|com\.csvreader\.CsvWriter\$Letters)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.csvreader|com\.csvreader\.CsvReader\$RawRecordBuffer|com\.csvreader\.CsvReader\$StaticSettings|com\.csvreader\.CsvReader\$ComplexEscape|com\.csvreader\.CsvReader\$HeadersHolder|com\.csvreader\.CsvReader\$UserSettings|com\.csvreader\.CsvWriter\$UserSettings|com\.csvreader\.CsvReader\$ColumnBuffer|com\.csvreader\.CsvReader\$DataBuffer|com\.csvreader\.CsvWriter\$Letters)\.)|(?:\b(?:com\.csvreader|com\.csvreader\.CsvReader\$RawRecordBuffer|com\.csvreader\.CsvReader\$StaticSettings|com\.csvreader\.CsvReader\$ComplexEscape|com\.csvreader\.CsvReader\$HeadersHolder|com\.csvreader\.CsvReader\$UserSettings|com\.csvreader\.CsvWriter\$UserSettings|com\.csvreader\.CsvReader\$ColumnBuffer|com\.csvreader\.CsvReader\$DataBuffer|com\.csvreader\.CsvWriter\$Letters)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,101,8,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,OpenCSV and Apache Commons CSV,NOT-SAFE works ONLY JDK21 (change to new API and/or new JAR in src),NOT-SAFE,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P064,UT064,8
257,Set 3 - Third Party,THIRD-PARTY (COMMON jar),jcommon-0.9.5.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)\.)|(?:\b(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,105,14,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,JFreeChart 1.5.1,SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & API ?,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P066,UT066,14
